resName1,PDB Classification,Uniprot Acc
MG,TRANSFERASE,B8ZSN3
NI,PROTEIN BINDING,
NI,PROTEIN BINDING,
ZN,CHAPERONE,Q18688
ZN,CHAPERONE,Q18688
MG,TRANSPORT PROTEIN,Q830V1
ZN,APOPTOSIS,Q96P09
ZN,PROTEIN TRANSPORT,Q186K7
ZN,TRANSPORT PROTEIN,E1VBK1
ZN,TRANSPORT PROTEIN,A0A0H3K9U6
NI,CHAPERONE,P02829
NI,CHAPERONE,P02829
ZN,HYDROLASE,P07024
ZN,METAL BINDING PROTEIN,T1YBT4
ZN,"STRUCTURAL GENOMICS,
MG,METAL TRANSPORT,Q5LAA6
FE,METAL TRANSPORT,Q5LAA6
MG,TRANSPORT PROTEIN,Q5SMG8
ZN,TRANSPORT PROTEIN,Q9EYX5
ZN,METAL-BINDING,Q9UGI8
ZN,METAL-BINDING,Q9UGI8
ZN,LIGASE,Q9X0G6
ZN,LIGASE,Q9X0G6
ZN,LIGASE,Q9X0G6
ZN,LIGASE,Q9X0G6
ZN,TRANSCRIPTION,Q9L2H5
ZN,METAL BINDING PROTEIN,Q9CDU5
MG,CELL ADHESION,Q15063
MG,CELL ADHESION,Q15063
ZN,TRANSCRIPTION,Q2FZ56
ZN,OXIDOREDUCTASE, 1.14.11.-"
ZN,PROTEIN TRANSPORT,P40727
ZN,STRUCTURAL PROTEIN,Q9DQX7
MN,STRUCTURAL PROTEIN,Q9DQX7
ZN,METAL BINDING PROTEIN,Q9BQI0
ZN,IMMUNE SYSTEM,P0C0I6
ZN,RNA BINDING PROTEIN,Q9UUI1
ZN,CELL ADHESION,O15943
ZN,CELL ADHESION,O15943
ZN,TRANSCRIPTION,Q07428
ZN,IMMUNE SYSTEM,P16473
ZN,METAL TRANSPORT,P0C6C8
ZN,METAL TRANSPORT,P0C6C8
ZN,SIGNALING PROTEIN,P12757
MN,Membrane protein/Immune system,P05106
MN,UNKNOWN FUNCTION,Q58707
ZN,IMMUNE SYSTEM,Q65ZC0
ZN,GENE REGULATION,P9WN85
ZN,GENE REGULATION,P9WN85
ZN,TRANSCRIPTION REGULATION,O31466
ZN,SIGNALING PROTEIN,O14907
ZN,SIGNALING PROTEIN,
ZN,VIRAL PROTEIN,O73557
ZN,VIRAL PROTEIN,O73557
ZN,METAL BINDING PROTEIN,Q96T51
ZN,PROTEIN BINDING,
MN,CELL ADHESION,P05106
ZN,METAL BINDING PROTEIN,Q44582
ZN,METAL BINDING PROTEIN,Q44582
ZN,OXYGEN STORAGE/TRANSPORT,P80592
MN,CELL ADHESION,P05106
ZN,CELL ADHESION,Q3UH53
ZN,CYTOKINE,Q9WV56
ZN,METAL BINDING PROTEIN,P30331
ZN,TRANSCRIPTION,P23023
ZN,TRANSCRIPTION,P23023
ZN,METAL BINDING PROTEIN,Q8BFR6
ZN,UNKNOWN FUNCTION,
ZN,UNKNOWN FUNCTION,
ZN,METAL BINDING PROTEIN,O88878
ZN,METAL BINDING PROTEIN,O88878
ZN,METAL BINDING PROTEIN,Q6NNI8
ZN,METAL BINDING PROTEIN,Q6NNI8
ZN,METAL BINDING PROTEIN,Q8BFR6
ZN,LIPID BINDING PROTEIN,
ZN,LIPID BINDING PROTEIN,
ZN,METAL BINDING PROTEIN,Q8WV99
ZN,METAL BINDING PROTEIN,Q8WV99
ZN,METAL BINDING PROTEIN,Q9H8U3
ZN,METAL BINDING PROTEIN,Q9H8U3
ZN,SIGNALING PROTEIN,Q14134
ZN,SIGNALING PROTEIN,Q14134
ZN,SIGNALING PROTEIN,Q96C24
ZN,SIGNALING PROTEIN,Q96C24
ZN,PROTEIN BINDING,Q9HCM9
ZN,PROTEIN BINDING,Q9HCM9
ZN,METAL BINDING PROTEIN,Q9UJV3
ZN,METAL BINDING PROTEIN,Q9UJV3
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9CR50
ZN,METAL BINDING PROTEIN,Q9UBF6
ZN,METAL BINDING PROTEIN,Q9UBF6
ZN,TRANSCRIPTION/METAL BINDING PROTEIN,Q8WV44
ZN,TRANSCRIPTION/METAL BINDING PROTEIN,Q8WV44
ZN,METAL BINDING PROTEIN,Q96PM5
ZN,METAL BINDING PROTEIN,Q96PM5
ZN,METAL BINDING PROTEIN,Q99BV0
ZN,METAL BINDING PROTEIN,Q99BV0
MG,METAL BINDING PROTEIN,Q39890
ZN,VIRAL PROTEIN,Q70UR3
ZN,VIRAL PROTEIN,Q70UR3
ZN,TRANSCRIPTION,O73557
ZN,TRANSCRIPTION,O73557
ZN,PROTEIN BINDING,Q8TB52
ZN,PROTEIN BINDING,Q8TB52
ZN,METAL BINDING PROTEIN,Q96C24
ZN,METAL BINDING PROTEIN,Q6ZN18
ZN,METAL BINDING PROTEIN,Q6ZN18
ZN,PROTEIN TRANSPORT,Q96T51
MG,OXYGEN TRANSPORT,Q9VF15
CO,CELL ADHESION,P08190
ZN,LUMINESCENT PROTEIN,P42212
NI,PLANT PROTEIN,P25810
MN,ISOMERASE,Q13907
ZN,CYTOKINE,P13236
MG,SUGAR BINDING PROTEIN,Q8Y4J2
ZN,VIRAL PROTEIN,P18140
ZN,IMMUNE SYSTEM,Q9AGB1
MG,PROTEIN TRANSPORT,Q9UL25
CU,TRANSPORT PROTEIN,P02185
ZN,FLUORESCENT PROTEIN,P42212
ZN,TRANSCRIPTION,O25671
ZN,IMMUNE SYSTEM,Q95NL6
MN,METAL BINDING PROTEIN,V6F4Q0
CO,SIGNALING PROTEIN,P9WMH1
CO,SIGNALING PROTEIN,P9WMH1
MG,STRUCTURAL PROTEIN,P26535
MN,SIGNALING PROTEIN,P0AE67
MG,TRANSPORT PROTEIN,P26361
ZN,PHOTOSYNTHESIS,Q8DH84
ZN,TRANSPORT PROTEIN,Q72IM4
ZN,TRANSPORT PROTEIN,Q72IM4
MG,NUCLEAR PROTEIN,Q5UQV1
MN,CELL ADHESION,P18564
MN,CELL ADHESION,P18564
FE,ELECTRON TRANSPORT,P24297
ZN,TOXIN,Q93CC5
ZN,"STRUCTURAL GENOMICS,
ZN,"STRUCTURAL GENOMICS,
MG,UNKNOWN FUNCTION,Q8A090
MG,TRANSPORT PROTEIN,J9PBT7
FE,DNA BINDING PROTEIN,Q9RS64
CU,CHITIN-BINDING PROTEIN,A0A0H3GIZ6
MG,SUGAR BINDING PROTEIN,K1QRB6
ZN,FLAVOPROTEIN,Q81G57
ZN,FLAVOPROTEIN,Q81G57
NI,"structural genomics,
FES,METAL BINDING PROTEIN,Q2W014
FES,METAL BINDING PROTEIN,Q2W014
FES,ELECTRON TRANSPORT,Q2HZ25
NI,CELL CYCLE,Q6PJP8
ZN,HYDROLASE,P22894
FE,METAL TRANSPORT,P02787
FES,ELECTRON TRANSPORT,P00237
ZN,HYDROLASE/HYDROLASE INHIBITOR,P45452
ZN,HYDROLASE,P13497
MG,TRANSPORT PROTEIN,O69061
ZN,APOPTOSIS,P50591
FEO,OXYGEN BINDING,P02247
ZN,METAL BINDING PROTEIN,P0DP29
ZN,HYDROLASE,P45452
FE,METAL BINDING PROTEIN,Q0P8Q4
ZN,ELECTRON TRANSPORT,P54820
ZN,SIGNALING PROTEIN,Q98SW5
ZN,UNKNOWN FUNCTION,B2C3H7
MG,SUGAR BINDING PROTEIN,A7LXT5
ZN,POLYSACCHARIDE-BINDING PROTEIN,Q0R411
CO,BIOSYNTHETIC PROTEIN,B3DUR4
ZN,VIRAL PROTEIN,Q9YJC1
ZN,APOPTOSIS REGULATOR/INHIBITOR,Q07817
ZN,APOPTOSIS REGULATOR/INHIBITOR,Q07817
MN,SUGAR BINDING PROTEIN,P81371
ZN,TRANSCRIPTION,P36124
ZN,TRANSCRIPTION,P36124
CO,"PROTEIN BINDING,
NI,SIGNALING PROTEIN,O88992
FE2,SIGNALING PROTEIN,P20581
ZN,METAL BINDING PROTEIN,Q28PN4
CU1,METAL TRANSPORT,A0A0H2ZPL4
MG,LIPID TRANSPORT,J7MFT5
MG,ANTIMICROBIAL PROTEIN,Q88A25
CU,CHAPERONE,A0A158RFT6
NI,PROTEIN BINDING,O14745
CU,CHITIN-BINDING PROTEIN,Q838S1
NI,ENDOCYTOSIS/EXOCYTOSIS,P36017
CU,UNKNOWN FUNCTION,A0A0S2GKZ1
ZN,PHOTOSYSTEM II,P12301
FE,METAL BINDING PROTEIN,Q7VXW9
ZN,METALLOPROTEASE,P03956
MG,HYDROLASE,P00722
NI,"STRUCTURAL GENOMICS,
MN,"structural genomics,
MOO,METAL TRANSPORT,P44206
ZN,HYDROLASE,P25524
FES,METAL BINDING PROTEIN,
ZN,"STRUCTURAL GENOMICS,
ZN,TRANSCRIPTION,Q9NPI1
ZN,HYDROLASE,P32179
ZN,CELL CYCLE,F8W4B7
ZN,METAL BINDING PROTEIN,P24627
ZN,iron binding protein,A1JLH5
ZN,iron binding protein,A1JLH5
CU,ELECTRON TRANSFER,P27197
NI,METAL BINDING PROTEIN,Q13HN3
ZN,TRANSCRIPTION,P63272
CU,OXIDOREDUCTASE,P46881
ZN,OXYGEN TRANSPORT,P02185
ZN,"STRUCTURAL GENOMICS,
ZN,STRUCTURAL PROTEIN,Q8W4L5
MN,SUGAR BINDING PROTEIN,P83410
NI,CHAPERONE,P31948
FE,IRON TRANSPORT,P35755
ZN,BIOSYNTHETIC PROTEIN,Q38814
ZN,TRANSCRIPTION,Q9SI37
FE2,BIOSYNTHETIC PROTEIN,Q9RBY6
NI,TOXIN,D0VWX7
ZN,"SIGNALING PROTEIN,
ZN,ELECTRON TRANSPORT,P94690
CU1,COPPER-BINDING PROTEIN,H8GPE3
ZN,GENE REGULATION,Q92785
MG,CELL INVASION,P0DJM0
NI,CELL ADHESION,P08191
MG,METAL BINDING PROTEIN,O24769
FES,OXIDOREDUCTASE, 1.17.3.2"
FES,OXIDOREDUCTASE, 1.17.3.2"
MG,TRANSCRIPTION,Q8NQ97
ZN,ANTIBIOTIC RESISTANCE,Q8GNY5
NI,PEPTIDE BINDING PROTEIN,O08808
ZN,METAL BINDING PROTEIN,P32173
MN,METAL BINDING PROTEIN,Q9X1H0
MG,SIGNALING PROTEIN,Q9X181
FEO,OXYGEN TRANSPORT,P02246
FES,ELECTRON TRANSPORT,P11053
MG,TOXIN,Q868M7
ZN,METAL BINDING PROTEIN,Q9H0W9
MN,"Structural Genomics,
MN,"Structural Genomics,
MG,"STRUCTURAL GENOMICS,
NI,DNA BINDING PROTEIN,B1YEV7
ZN,HYDROLASE,P39900
MG,HYDROLASE,B0R9W3
MG,HYDROLASE,B0R9W3
FES,ELECTRON TRANSPORT,
MG,PROTEIN BINDING,P15530
ZN,PROTEIN BINDING/METAL BINDING PROTEIN,P21580
FE,METAL BINDING PROTEIN,
NI,TRANSPORT PROTEIN,
ZN,HYDROLASE,P08254
NI,IMMUNE SYSTEM,
ZN,Apoptosis/Inhibitor,Q07820
ZN,TRANSCRIPTION,Q9NQV5
MG,CELL ADHESION,Q01502
MG,CELL ADHESION,Q01502
MG,ISOMERASE,Q7L5Y1
ZN,OXIDOREDUCTASE,Q9UVQ2
ZN,OXIDOREDUCTASE,Q9UVQ2
ZN,OXIDOREDUCTASE,Q9UVQ2
ZN,OXIDOREDUCTASE,Q9UVQ2
ZN,OXIDOREDUCTASE,Q9UVQ2
MN,SUGAR BINDING PROTEIN,P05088
MOO,BINDING PROTEIN,P37329
NI,BIOSYNTHETIC PROTEIN,Q186X0
MG,TRANSPORT PROTEIN,A0A1A9TAB8
MG,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR,P00374
ZN,CHAPERONE,P77754
FES,METAL TRANSPORT,O29901
ZN,NUCLEAR PROTEIN,O75151
MG,TRANSFERASE,Q04LZ5
MG,MOTOR PROTEIN,Q14204
ZN,HYDROLASE,P51512
MG,SUGAR BINDING PROTEIN,Q9NNX6
MG,"STRUCTURAL GENOMICS,
ZN,TRANSCRIPTION,Q9HYQ4
MN,TRANSCRIPTION,O00370
NI,IMMUNE SYSTEM,Q9BUD6
ZN,TRANSFERASE,Q5CZ29
ZN,acyl-CoA binding protein,Q97WQ4
ZN,"structural genomics,
ZN,HEME-BINDING PROTEIN,Q7AP54
ZN,TRANSPORT PROTEIN,
MG,CALCIUM BINDING/STRUCTURAL PROTEIN,Q9QXS1
ZN,SIGNALING PROTEIN,O60462
ZN,"Structural Genomics,
ZN,HYDROLASE,Q79MP6
FE,METAL BINDING PROTEIN,Q2YKI4
MG,OXIDOREDUCTASE,P29166
ZN,OXIDOREDUCTASE,C5XC49
MG,SIGNALLING PROTEIN,P19438
ZN,IMMUNE SYSTEM,Q58EU8
MG,METAL TRANSPORT/MEMBRANE PROTEIN,Q9WZ31
ZN,SIGNALING PROTEIN,O43323
ZN,"MEMBRANE PROTEIN,
MG,ODORANT BINDING PROTEIN,Q6Y2R8
CO,MOTOR PROTEIN,
ZN,METAL BINDING PROTEIN,P02638
CO,BIOSYNTHETIC PROTEIN,P39639
NI,PROTEIN BINDING,O75151
FES,ELECTRON TRANSPORT,P00217
MG,SUGAR BINDING PROTEIN,Q9YGA6
CO,REPRESSOR,P0DJL7
MN,SUGAR BINDING PROTEIN,P42088
FES,METAL BINDING PROTEIN,Q76CS9
MG,TRANSPORT PROTEIN,
MG,TRANSPORT PROTEIN,
ZN,MEMBRANE PROTEIN,Q8ZPT3
ZN,MEMBRANE PROTEIN,Q8ZPT3
ZN,PEPTIDE BINDING PROTEIN,Q51643
ZN,PEPTIDE BINDING PROTEIN,Q51643
NI,TRANSPORT PROTEIN,Q0P844
ZN,TRANSFERASE/TRANSFERASE inhibitor,2.7.11.11
ZN,TRANSFERASE/TRANSFERASE inhibitor,2.7.11.11
MG,DNA BINDING PROTEIN,Q8DNC2
ZN,METAL BINDING PROTEIN,Q6ZSG1
MG,VIRAL PROTEIN,P07240
ZN,CELL CYCLE,F8W4B7
ZN,ELECTRON TRANSPORT,Q30JB5
MG,PHOTOSYNTHESIS,D2Z0P5
ZN,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR, 1.1.1.-
FE,TRANSPORT PROTEIN,P40409
ZN,HYDROLASE,P24300
MN,BIOSYNTHETIC PROTEIN,Q57265
ZN,HYDROLASE,P45452
MG,RNA BINDING PROTEIN,A4IK89
MG,CHAPERONE,Q99933
ZN,BIOSYNTHETIC PROTEIN,B7J6R7
MG,IMMUNE SYSTEM,O00481
MG,TRANSPORT PROTEIN,
FE,IRON STORAGE/ELECTRON TRANSPORT,Q93PP9
MG,UNKNOWN FUNCTION,A7ATL3
MG,HORMONE RECEPTOR,Q9SSM7
MG,VIRAL PROTEIN,Q8SD31
NI,NUCLEAR PROTEIN,O28951
MG,STRUCTURAL PROTEIN,Q6XZF7
ZN,IMMUNE SYSTEM,
ZN,SUGAR BINDING PROTEIN,P16108
MG,SIGNALING PROTEIN,P63000
ZN,METAL BINDING PROTEIN,Q96YV5
FE,METAL BINDING PROTEIN,Q9X0L2
ZN,TRANSCRIPTION,P25916
FE2,METAL BINDING PROTEIN,P22759
ZN,"STRUCTURAL GENOMICS,
ZN,"Structural Genomics,
FE2,METAL TRANSPORT,P72827
MG,VIRAL PROTEIN,P20345
MN,METAL BINDING PROTEIN,A6WG04
ZN,HYDROLASE,3.2.1.89
ZN,HYDROLASE,3.2.1.89
ZN,DNA BINDING PROTEIN,I3LM39
ZN,METALLOTHIONEIN,P04355
MG,CELL ADHESION,C9E3B4
MG,CELL ADHESION,A1YIY2
NI,TRANSCRIPTION,C5A074
ZN,HYDROLASE,Q7LYT7
ZN,HYDROLASE,Q7LYT7
ZN,HYDROLASE,Q7LYT7
FES,ELECTRON TRANSPORT,P80306
ZN,UNKNOWN FUNCTION,P9WPJ7
ZN,DNA BINDING PROTEIN,Q8NFD5
ZN,DNA BINDING PROTEIN,Q8NFD5
MN,BIOSYNTHETIC PROTEIN,P47075
MG,HYDROLASE,B7X9Z0
ZN,RNA BINDING PROTEIN,H9CZL7
ZN,HYDROLASE,P39900
ZN,"STRUCTURAL GENOMICS, conserved hypothetical protein"
CU,METAL BINDING PROTEIN,Q6YRW5
CU,METAL BINDING PROTEIN,Q6YRW5
ZN,HYDROLASE,P07711
FE,METAL BINDING PROTEIN,F2RB83
MN,SUGAR BINDING PROTEIN,P86353
CU1,PLANT PROTEIN,O82080
MG,SIGNALING PROTEIN,Q60841
NI,METAL BINDING PROTEIN,
ZN,SUGAR BINDING PROTEIN,Q5LHN1
ZN,SUGAR BINDING PROTEIN,Q5LHN1
MG,PHOTOSYNTHESIS,O76183
MN,CARBOHYDRATE-BINDING PROTEIN,P81637
FE2,UNKNOWN FUNCTION,A0A140N6S1
ZN,TRANSLATION,D3JCX0
MG,ATP-binding protein,Q45619
ZN,MEMBRANE PROTEIN,P17047
MG,TRANSCRIPTION,P58663
ZN,HYDROLASE (METALLOPROTEASE),P03956
FEO,OXYGEN STORAGE/TRANSPORT,Q9REU3
ZN,MEMBRANE PROTEIN,
FE,METAL BINDING PROTEIN,P9WPQ9
MG,CELL CYCLE,Q47QW6
ZN,"Structural Genomics,
ZN,LIPOPROTEIN,P9WK65
NI,METAL BINDING PROTEIN,Q9UPP1
ZN,PROTEIN BINDING,M4STU1
FE2,TRANSCRIPTION ACTIVATOR/INHIBITOR,Q9NWT6
NI,LIGAND BINDING PROTEIN,O26255
MN,SUGAR BINDING PROTEIN,Q8W1R6
ZN,SIGNALING PROTEIN,P02699
ZN,CHAPERONE,Q9X1B4
NI,RECOMBINATION,Q5KXY4
ZN,NUCLEAR PROTEIN,Q10103
ZN,OXIDOREDUCTASE,Q8WRF5
MG,ISOMERASE,A8HTB8
MG,DNA BINDING PROTEIN,Q9WYN0
FES,IRON-SULFUR-BINDING PROTEIN,Q3ACS2
ZN,HYDROLASE,A0PQS3
ZN,HYDROLASE,A0PQS3
ZN,SIGNALING PROTEIN,O35254
ZN,SUGAR BINDING PROTEIN,L0E2M2
CO,PROTEIN TRANSPORT,P20339
MN,UNKNOWN FUNCTION,Q73WU1
MN,TOXIN,A0A0H3NMP8
ZN,TRANSCRIPTION,Q5CCK4
MOO,TRANSPORT PROTEIN,Q8TTZ5
NI,"structural genomics,
MG,DNA BINDING PROTEIN,O34723
FE,IRON TRANSPORT PROTEIN,P02789
ZN,CELL ADHESION,Q3JFX2
MN,MEMBRANE PROTEIN/METAL TRANSPORT,Q99385
ZN,SIGNALING PROTEIN,Q15109
ZN,DNA BINDING PROTEIN,A0A0H3C9J4
MN,SIGNALING PROTEIN,Q55169
MG,TRANSFERASE,O95819
ZN,MEMBRANE PROTEIN,Q5HKE8
ZN,METAL TRANSPORT,P05067
ZN,signaling protein/inhibitor,Q07820
MG,CHAPERONE,D5VCM9
FE2,METAL BINDING PROTEIN,O00625
MG,TRANSCRIPTION,Q7A2Q1
NI,TRANSCRIPTION,
ZN,"METAL BINDING PROTEIN,
FE,ELECTRON TRANSPORT,Q8TQ92
MN,TOXIN,A0A0H3AIG7
FE,IRON TRANSPORT PROTEIN,P02789
ZN,LIGASE,Q9X0G6
NI,CHAPERONE,
NI,MEMBRANE PROTEIN,Q9HWW1
ZN,HYDROLASE,3.5.1.88
NI,TRANSPORT,Q9K4F8
MG,UNKNOWN FUNCTION,
ZN,UNKNOWN FUNCTION,Q0RYE0
MG,CELL ADHESION,Q15063
MG,CELL ADHESION,Q15063
MG,CELL ADHESION,Q15063
FE2,"STRUCTURAL GENOMICS,
ZN,TRANSCRIPTION,Q2FZ56
ZN,SIGNALING PROTEIN,P06703
ZN,TRANSCRIPTION,Q9FFF5
ZN,SIGNALING PROTEIN,M4STU1
MG,CHOLINE-BINDING PROTEIN,Q8WSF8
ZN,GENE REGULATION,Q12830
CU,TRANSPORT PROTEIN,P02766
MG,TRANSCRIPTION,P51561
ZN,OXIDOREDUCTASE,P40394
ZN,OXIDOREDUCTASE,P40394
NI,transcription regulator,Q9F8C4
ZN,CELL ADHESION,P02751
ZN,TRANSCRIPTION,Q43965
MG,OXYGEN TRANSPORT,S0BBR6
FES,OXIDOREDUCTASE,G3X982
MG,TRANSCRIPTION,
NI,NUCLEAR PROTEIN,Q8IUF8
NI,NUCLEAR PROTEIN,Q8IUF8
ZN,HYDROLASE,Q02853
MG,TRANSPORT PROTEIN,O95069
FES,OXIDOREDUCTASE, 1.17.3.-"
FES,OXIDOREDUCTASE, 1.17.3.-"
FES,TRANSCRIPTION,Q70ET4
ZN,TRANSCRIPTION,Q9M2B4
ZN,MEMBRANE PROTEIN,P76541
CU,METAL BINDING PROTEIN,P05067
ZN,TRANSCRIPTION,Q8N5A5
MG,DNA BINDING PROTEIN,A0A0M9B7W0
FES,RNA,O58038
ZN,UNKNOWN FUNCTION,Q9X1J4
MG,RNA BINDING PROTEIN,Q9UIV1
NI,TRANSCRIPTION,P0C872
MG,SIGNALING PROTEIN,P41180
ZN,CELL CYCLE,Q5XUX0
CU,STRUCTURAL PROTEIN,Q25C86
MN,SUGAR BINDING PROTEIN,P05046
MN,SUGAR BINDING PROTEIN,P02872
CU,OXIDOREDUCTASE,1.10.3.2
ZN,APOPTOSIS,Q86VP1
NI,VIRAL PROTEIN,P10218
ZN,BIOSYNTHETIC PROTEIN,Q9A6Q5
MN,SUGAR BINDING PROTEIN,P81517
ZN,SIGNALING PROTEIN,O14907
CU,CELL ADHESION,P16284
MN,HYDROLASE,P00723
ZN,MEMBRANE PROTEIN,Q8NRS3
ZN,VIRAL PROTEIN,Q96662
ZN,VIRAL PROTEIN,Q96662
MG,CELL ADHESION/IMMUNE SYSTEM,P05556
ZN,TRANSPORT PROTEIN,Q9S3Q8
ZN,TRANSPORT PROTEIN,Q9S3Q8
ZN,TRANSPORT PROTEIN,Q9S3Q8
ZN,TRANSPORT PROTEIN,Q9S3Q8
ZN,TRANSCRIPTION,Q9RFN3
CU,OXIDOREDUCTASE,Q16853
MN,SUGAR BINDING PROTEIN,P02872
MN,REPLICATION,Q97ZS7
MG,TRANSFERASE,P08536
MN,TRANSLATION,D0MK34
MN,SIGNALLING PROTEIN,O81223
MG,CELL ADHESION,P26010
NI,OXIDOREDUCTASE,P14925
MG,TRANSCRIPTION REGULATOR,G0GNT0
ZN,OXYGEN STORAGE/Transport,A0A0M3KKY1
MG,TRANSPORT PROTEIN,
ZN,CELL ADHESION,
MG,PROTEIN BINDING,C2M8N4
ZN,hydrolase/hydrolase inhibitor,Q93009
MN,TRANSFERASE,Q9UGP5
ZN,VIRAL PROTEIN,K4KA16
ZN,SIGNALING PROTEIN,P0CG47
ZN,HYDROLASE/HYDROLASE INHIBITOR,P08253
ZN,ZINC FINGER DNA BINDING DOMAIN,P08045
ZN,HYDROLASE,O60882
FES,ELECTRON TRANSFER,P00259
ZN,HYDROLASE,P39900
ZN,HYDROLASE,P08254
ZN,HYDROLASE/HYDROLASE INHIBITOR,P08254
CO,CELL ADHESION,P08190
ZN,Heme Binding Protein,O69756
ZN,Heme Binding Protein,O69756
ZN,FLUORESCENT PROTEIN,D0VWW2
ZN,FLUORESCENT PROTEIN,D0VWW2
ZN,TRANSPORT PROTEIN,Q29147
ZN,HORMONE,Q88QV5
MN,HORMONE,Q88QV5
MG,SUGAR BINDING PROTEIN,Q2PHL4
ZN,IMMUNE SYSTEM,Factor H binding protein"
ZN,TRANSCRIPTION REGULATOR,
ZN,TRANSCRIPTION REGULATOR,
MG,HYDROLASE, 3.4.15.1"
ZN,SIGNALING PROTEIN,
FE,METAL BINDING PROTEIN,P35755
MG,SUGAR BINDING PROTEIN,Q8Y4J2
MG,PROTEIN BINDING,P61586
ZN,HYDROLASE,P48827
ZN,HYDROLASE,P48827
ZN,METAL BINDING PROTEIN,P76344
MG,RNA BINDING PROTEIN,P09012
FE,TRANSPORT PROTEIN,P21760
MG,DNA BINDING PROTEIN,Q9RPE9
MG,HYDROLASE,P00722
MG,METAL BINDING PROTEIN,P19137
MG,MEMBRANE PROTEIN,P39767
ZN,ELECTRON TRANSPORT,Q30JB5
ZN,"MEMBRANE PROTEIN,
ZN,SUGAR BINDING PROTEIN,O00182
ZN,CHAPERONE,P37565
ZN,MEMBRANE PROTEIN,Q5HKE8
CO,SIGNALING PROTEIN,P9WMH1
ZN,UNKNOWN FUNCTION,P67273
MG,CELL ADHESION,Q8E0S5
NI,mucin-binding protein,Q89ZX5
ZN,METAL BINDING PROTEIN,Q99YU7
MG,TRANSLATION,O86327
MG,TRANSCRIPTION REGULATOR,P13632
ZN,TOXIN,Q90249
CU,OXYGEN TRANSPORT,P04253
ZN,OXIDOREDUCTASE,Q59096
MG,TRANSCRIPTION,P21866
ZN,DNA BINDING PROTEIN,Q14653
ZN,METAL BINDING PROTEIN,Q58855
FES,ELECTRON TRANSPORT,Q2IU01
MG,SIGNALING PROTEIN,P41594
ZN,IMMUNE SYSTEM,Q8I1Y0
ZN,MEMBRANE PROTEIN,
MG,CELL ADHESION,P05107
CU1,TRANSCRIPTION REPRESSOR,A4INJ9
ZN,METAL BINDING PROTEIN,Q9WZ49
ZN,TRANSPORT PROTEIN,Q74FS9
MG,RNA BINDING PROTEIN,Q57ZF2
MG,IMMUNE SYSTEM,P18564
ZN,MEMBRANE PROTEIN,G3MM57
MG,CHAPERONE,"A8WFV1
ZN,TRANSPORT PROTEIN,Q00960
ZN,TRANSPORT PROTEIN,Q00960
FE,TRANSPORT PROTEIN,P02787
MG,DNA BINDING PROTEIN,Q8DRP0
CU,TOXIN,P60770
CU,TOXIN,P60770
ZN,TRANSPORT PROTEIN,Q7Z3T8
ZN,TRANSPORT PROTEIN,Q7Z3T8
CU,ELECTRON TRANSPORT,A7VL37
MN,LYASE,4.1.1.32
ZN,SIGNALING PROTEIN,Q9JIL4
ZN,ELECTRON TRANSPORT,P54820
FE,"STRUCTURAL GENOMICS, putative structural protein"
MG,UNKNOWN FUNCTION,Q8ZPF0
MG,METAL TRANSPORT,Q7A656
ZN,METAL BINDING PROTEIN,P76344
FES,ELECTRON TRANSPORT,O66511
ZN,ELECTRON TRANSPORT,O66511
ZN,TRANSPORT PROTEIN,Q8KQR1
ZN,TRANSPORT PROTEIN,Q8KQR1
MG,METAL BINDING PROTEIN,F9VMT6
ZN,"STRUCTURAL GENOMICS,
MG,PROTEIN BINDING,D4GUF6
ZN,GENE REGULATION,Q9Y3Y4
MG,METAL BINDING PROTEIN,P84253
NI,PROTEIN TRANSPORT,I6Y4Q7
MG,"STRUCTURAL GENOMICS,
FES,ELECTRON TRANSPORT,Q8IED5
